annotation_id,natural language,template format,1st worker,2nd worker,3rd worker,4th worker,5th worker,majority
A01_HW_LO_437_1_1,宿題への親のサポートの有無が、教育格差を引き起こす直接的な理由ではないことの根拠があまり説明されていない,なぜ宿題への親のサポートの有無は教育格差を引き起こす直接的な理由ではないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_437_4_1,なぜ、根本原因が肯定側に主張するものと違うと、相手の主張が弱められるのか分からない,肯定側の宿題は、親のサポートを受けている子と受けていない子の格差を広げるという主張に親のサポートの有無は教育格差を引き起こす直接的な理由ではないというのは直接的な反論になっていない,1,1,3,1,1,1
A01_HW_LO_437_5_1,なぜ、親の忙しさと親の経済状況が関係しているのかが不鮮明,なぜ親の忙しさと親の経済状況は関係しているという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_440_10_1,勉強以外の生き方についての学びがなぜ重要なのかということについて説明がない,なぜ勉強以外の生き方についての学びは重要という特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_440_11_1,なぜ生き方を宿題から学ぶ必要があるのか、宿題でなければ学べないのか、どのように将来役に立つのかなどについて重要性が描写されていない,生き方の学びを実現するのに，なぜ宿題以外ではなく宿題という方法が良いのかの説明が不足している,3,3,2,2,2,2
A01_HW_LO_440_1_1,宿題と学校が多くのスキルを保証することがどのように関係するのかわからない,学校が多くのスキルを保証することという主張/理由が論題とどのように関係するのかが不明確,3,3,3,3,2,3
A01_HW_LO_440_2_1,具体的に学校はどのようなスキルを保証する必要があるのか、それに宿題がどう貢献するのかについて説明されていない,学校が保証すべきスキルの具体例には何があるか,2,2,2,2,1,2
A01_HW_LO_440_3_1,manykindsofskillsとはどのようなスキルなのかがわからない,manykindsofskillsの具体例には何があるか,1,3,1,3,1,1
A01_HW_LO_440_4_1,学校はさまざまな能力を保証すべきなので、子供の学力は学校が責任を持つべきという主張は間違いであるという点が証明されると、宿題を廃止すべきではないという主張の説得力が増すのかが漠然としている,なぜ学校はさまざまな能力を保証すべきなので、子供の学力は学校が責任を持つべきという主張は間違いであるという理由が宿題を廃止すべきではないという結論を支持するのかが不明確,1,3,2,3,3,3
A01_HW_LO_440_5_1,なぜ、学校でたくさんのスキルを学べるよう担保するべきなのかが述べられていない,なぜ学校は生徒がたくさんのスキルを学べるよう担保するとすべきと考えているのかが不明確,3,3,3,3,3,3
A01_HW_LO_440_6_1,なぜ、宿題で生き方の能力が得られるのかが不明,なぜ宿題で生き方の能力の習得を実現可能なのかが不明確,3,3,3,3,3,3
A01_HW_LO_440_7_1,どのように生き方のスキルが一生涯役に立つと言えるのかが述べられていない,なぜ生き方のスキルは一生涯役に立つという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_440_8_1,なぜ、家で勉強し、他のポイントにも気づくことができるというメリットが、宿題を廃止するかどうかの議論において重要なのかが不明,家で勉強し、他のポイントにも気づくことができるというメリットという主張/理由が論題とどのように関係するのかが不明確,3,2,3,2,3,3
A01_HW_LO_440_9_1,宿題は勉強のためだけではなく、生き方を学ぶためのものでもあるから宿題を廃止すべきではないという主張で、PMの議論のどの部分を否定したいのかがやや甘い,肯定側の子供の学力は学校が責任を持つべきだから宿題を廃止すべきという主張に宿題は勉強のためだけではなく、生き方を学ぶためのものでもあるから宿題を廃止すべきではないというのは直接的な反論になっていない,1,3,3,3,1,3
A01_HW_LO_446_1_1,相手のどこに、どのように反論しているのかが不鮮明,肯定側の学問的な内容を含む必要で重要な授業をすべて生徒に教えるのは、「家庭」ではなく「学校」の責任であるという主張に宿題をすることで、逆に学校の責任を軽くすることができるというのは直接的な反論になっていない,3,1,1,1,1,1
A01_HW_LO_446_2_1,どのようにして測った学力を活用するのかが不明,宿題では買った学力の活用方法の具体例には何があるか,1,1,3,3,3,3
A01_HW_LO_446_3_1,パフォーマンスを図ることの重要性が説明されておらず、宿題がなくなったときのダメージが深刻なのかがわからない,なぜパフォーマンスを図ることは重要という特性を持つと言えるのかが不明確,2,2,1,3,1,1
A01_HW_LO_446_5_1,具体的にどのような人に宿題が必要なのかという分析が欠けている,宿題が必要な人の具体例には何があるか,3,1,3,3,3,3
A01_HW_LO_451_1_1,なぜ、子どもを教える責任を学校制度の肩にだけ負わせるのは不公平で間違っており、親が責任を持って子供を教えるべきというポイントが宿題の廃止の議論において重要なのかが不鮮明,子どもを教える責任を学校制度の肩にだけ負わせるのは不公平で間違っており、親が責任を持って子供を教えるべきという主張/理由が論題とどのように関係するのかが不明確,3,2,2,3,3,3
A01_HW_LO_451_2_1,必要で重要なことはすべて学校で学ぶのではなく、親が責任を持って子供を教えるべきであり、子供の学習経験に宿題を組み込むことで、学校は2つの環境のギャップを埋めることができるという反論と宿題の関係性が薄くなっている,必要で重要なことはすべて学校で学ぶのではなく、親が責任を持って子供を教えるべきであり、子供の学習経験に宿題を組み込むことで、学校は2つの環境のギャップを埋めることができるという主張/理由が論題とどのように関係するのかが不明確,3,1,2,3,3,3
A01_HW_LO_451_3_1,子供の勉強の面倒をみるべきだというべき論では、子供の勉強の面倒を「見ることができない」親がいるという主張を考慮できていない？,子供の勉強の面倒をみるべきだというのは肯定側が定義している子供の勉強の面倒を「見ることができない」親がいることを考慮できていない,3,3,3,3,3,3
A01_HW_LO_451_4_1,親が、お金の管理、料理、セルフケア、社会での適切な対処法など、実社会の状況や責任について教えるという主張は、宿題との関連が薄いように聞こえる,親が、お金の管理、料理、セルフケア、社会での適切な対処法など、実社会の状況や責任について教えるという主張/理由が論題とどのように関係するのかが不明確,3,2,2,3,3,3
A01_HW_LO_451_5_1,なぜ、親の役割として、知識だけでなく、実社会でのスキルを教える責任があるという分析が正しいのか、が述べられておらず説得的ではない,なぜ親は知識だけでなく、実社会でのスキルを教えるとすべきと考えているのかが不明確,3,2,2,3,3,3
A01_HW_LO_451_6_1,宿題がどのように学力に影響を与えるのかという点について説明が不足している,宿題が学力に与える影響の具体例には何があるか,3,1,3,3,3,3
A01_HW_LO_468_10_1,なぜ、宿題について長期的に人に聞けない環境がメリットとなりうるのかが不鮮明,なぜ生徒にとって宿題について長期的に人に聞けない環境が良いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_468_3_1,宿題のメリットの部分の説明がない,なぜ生徒にとって宿題が良いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_468_4_1,宿題の利点の方が宿題によって生じる不公平よりも重要である理由が述べられていない,なぜ宿題によって生じる不公平よりも宿題の利点を優先すべきかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_468_6_1,宿題の利点について描写がない,なぜ生徒にとって宿題が良いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_468_7_1,家族の助けがあってもなくても、宿題を終わらせるために必要なあらゆるリソースを教えられ、提供された上で宿題が出されていると言えるのか、の説明がない,なぜ宿題は家族の助けがあってもなくても、終わらせるために必要なあらゆるリソースを教えられ、提供された上で出されているという特性を持つと言えるのかが不明確,3,1,3,3,3,3
A01_HW_LO_468_8_1,家族に助けを求められない別の生徒のように自分で課題をこなす方法を学ぶことの具体的な利点が明示化されていない,なぜ生徒にとって家族に助けを求められない別の生徒のように、自分で課題をこなす方法を学ぶが良いことなのかが不明確,1,3,3,2,3,3
A01_HW_LO_468_9_1,宿題の利点が明確に描写されていない,なぜ生徒にとって宿題が良いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_470_10_1,宿題は、生徒が教室で教えられたスキルを吸収しているかどうかを判断する、効果的かつ効率的な方法であるという主張は、PMへの反論というよりもOppとしての立論になってしまっている,肯定側の宿題を廃止すべきという主張に宿題は、生徒が教室で教えられたスキルを吸収しているかどうかを判断する、効果的かつ効率的な方法であるというのは直接的な反論になっていない,2,3,3,3,2,3
A01_HW_LO_470_11_1,宿題がなくなるとどのような影響が出るのかがわからない,宿題廃止による影響の具体例には何があるか,2,3,2,3,3,3
A01_HW_LO_470_1_1,宿題は、生徒が教室で教えられたスキルを吸収しているかどうかを判断する、効果的かつ効率的な方法であると言う主張で、PMの議論のどこを否定したいのかが見えず、反論というよりも立論になっている,肯定側の宿題を廃止すべきという主張に宿題は、生徒が教室で教えられたスキルを吸収しているかどうかを判断する、効果的かつ効率的な方法であるというのは直接的な反論になっていない,3,2,2,1,3,2
A01_HW_LO_470_2_1,宿題がなくなるとどれくらい生徒が教室で教えられたスキルを吸収しているかどうかを判断するのに影響が出るのかという差分が提示されていない,宿題がなくなると生徒が教室で教えられたスキルを吸収しているかどうかを判断するはどの程度影響が出るかの具体性に欠ける,3,3,2,3,3,3
A01_HW_LO_470_4_1,宿題は、生徒が教室で教えられたスキルを吸収しているかどうかを判断する、効果的かつ効率的な方法だという主張は、相手のどの部分に反論しようとしているのかが不鮮明で反論として評価しにくい,宿題は、生徒が教室で教えられたスキルを吸収しているかどうかを判断する、効果的かつ効率的な方法だという主張/理由が論題とどのように関係するのかが不明確,3,3,3,3,2,3
A01_HW_LO_470_5_1,数学での、宿題で生徒が教室で教えられたスキルを吸収しているかどうかを判断する場合の具体例のみで、抽象的または一般的な理由が述べられていない,数学での、宿題で生徒が教室で教えられたスキルを吸収しているかどうかを判断する場合について具体例はあるが一般化した説明がない,2,3,3,3,2,3
A01_HW_LO_470_6_1,数学の授業でテストをしなければいけない理由が述べられていない,なぜ先生は数学の授業でテストをするとすべきと考えているのかが不明確,2,3,3,3,2,3
A01_HW_LO_470_7_1,繰り返しの宿題によってどういいのか、繰り返しの宿題がなくなるとどうなのかということまで描写されていない,なぜ生徒にとって繰り返しの宿題が良いことなのかが不明確,2,2,2,2,2,2
A01_HW_LO_470_8_1,繰り返すことで上達するスキルが数学の掛け算のことのみのように捉えられかねない,数学の掛け算から得られる繰り返すことで上達するスキルというのは限定的な状況である,1,1,3,1,1,1
A01_HW_LO_487_10_1,なぜ、宿題に限らず親が助けてくれる子とそうでない子の間には差があると言えるのかの説明がない,なぜ親が助けてくれる子とそうでない子の間は宿題に限らず差があると言えるという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_487_1_1,年齢を問わず、人は習ったことをすぐに忘れてしまうものなので、生徒が学校で教えられたことを本当に理解するためには、宿題は必要だという主張は、反論というよりも立論になっており、PMのどの主張を否定しようとしているのかが曖昧,肯定側の小学生は社会で機能するために必要なことをすべて学校で学ぶべきであり、宿題を強制すべきではないという主張に年齢を問わず、人は習ったことをすぐに忘れてしまうものなので、生徒が学校で教えられたことを本当に理解するためには、宿題は必要だというのは直接的な反論になっていない,3,3,3,3,2,3
A01_HW_LO_487_2_1,なぜ学校で教えられたことの復習の機会が宿題であるべきなのか、という部分が述べられていない,学校で教えられたことの復習を実現するのに，なぜ他の方法ではなく宿題という方法が良いのかの説明が不足している,3,3,3,3,3,3
A01_HW_LO_487_3_1,習ったことを覚えること、習ったことの記憶はどう重要なのかが説明されていない,なぜ生徒にとって習ったことを覚えること、習ったことの記憶が良いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_487_5_1,授業で習ったことを忘れないとどんないいことがあるのかが不鮮明,なぜ生徒にとって授業で習ったことを忘れないが良いことなのかが不明確,3,3,3,3,3,3
A01_HW_LO_487_6_1,なぜ廃止すべきでないのかという積極的理由が不足している,なぜ宿題にとって廃止が悪いことなのかが不明確,3,3,1,3,3,3
A01_HW_LO_487_7_1,なぜ宿題に限らず、人生すべてにおいて、親が助けてくれる子とそうでない子の間には差があると言えるということが宿題を否定する理由にならないのかという理由が不足している,なぜ宿題に限らず、人生すべてにおいて、親が助けてくれる子とそうでない子の間には差があると言えるは宿題を否定する理由にならないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A01_HW_LO_487_8_1,宿題に限らず親が助けてくれる子とそうでない子の間には差があるというのは、例えばどういうことにおいても同じことが言えるのかということが具体化されていない,なぜ (親が助けてくれる子とそうでない子の間には差があるという点において )宿題がある場合と宿題がない場合は同じ/似ていると言えるのかが不明確,1,3,3,3,3,3
A01_HW_LO_487_9_1,宿題に限らず親が助けてくれる子とそうでない子の間には差があるという主張が何を意味するのかが明確ではない,宿題に限らず親が助けてくれる子とそうでない子の間には差があるという表現が何を意味しているのか分からない,3,3,3,3,3,3
A01_HW_LO_499_1_1,宿題は生徒に学習の主体性を与え、「責任感」を教え、自立心や自己管理能力を身につけることができるという主張は、反論というよりも立論になっており、PMのどの分析を否定したいのか明示化されていない,肯定側の教えるのは学校の責任だから、宿題は廃止すべきという主張に宿題は生徒に学習の主体性を与え、「責任感」を教え、自立心や自己管理能力を身につけることができるというのは直接的な反論になっていない,2,3,1,3,1,1
A01_HW_LO_499_2_1,宿題は生徒に学習の主体性を与えるという主張は、相手の話のどこに反論したいのかが分からず、反論として評価しにくい,宿題は生徒に学習の主体性を与えるという主張/理由が論題とどのように関係するのかが不明確,3,3,2,2,3,3
A01_HW_LO_499_3_1,宿題がなければそのownershipを獲得することができないのかが説明されていない,なぜ宿題廃止によってownershipを獲得するという良い結果が抑制されるのかが不明確,3,3,3,3,3,3
A01_HW_LO_499_4_1,どのように宿題によって責任感、自立心や自己管理能力のスキルが獲得されるのかというプロセスが説明されていない,なぜ宿題によって責任感、自立心や自己管理能力のスキル獲得という良い結果が起こるのかが不明確,3,3,3,2,3,3
A01_HW_LO_499_5_1,なぜ、教室のような厳しい監視の目がない環境で自己規律や独立性を学べるのかが述べられていない,なぜ教室のような厳しい監視の目がない環境によって自己規律や独立性を学べるという良い結果が起こるのかが不明確,3,3,3,3,3,3
A01_HW_LO_499_6_1,相手の主張するメリットとの比較の観点がかけている,肯定側の創造性を向上させるために宿題を廃止すべきという主張に宿題における親の役割は、実際には小さいものであるべきで、宿題を手伝ってくれる親がいない子供がペナルティを受けることはないというのは直接的な反論になっていない,1,1,1,1,1,1
A01_HW_LO_499_7_1,宿題がない場合、授業で習った基礎的なスキルを活かし、子供自身が学んだことを応用することを促すという状態がどうなのかという比較がなされていない,なぜ宿題がないことによって授業で習った基礎的なスキルを活かし、子供自身が学んだことを応用することを促すことに影響するという悪い結果が起こるのかが不明確,1,1,3,3,3,3
A01_HW_LO_499_8_1,どのように宿題が、授業で習った基礎的なスキルを活かし、子供自身が学んだことを応用することを促すことに役に立っているかという描写がない,なぜ宿題にとって授業で習った基礎的なスキルを活かし、子供自身が学んだことを応用することを促すことが良いことなのかが不明確,3,3,3,3,2,3
A01_HW_LO_499_9_1,なぜ、授業で習った基礎的なスキルを活かし、子供自身が学んだことを応用することを促す宿題が理想的な宿題の形なのかが述べられていない,なぜ授業で習った基礎的なスキルを活かし、子供自身が学んだことを応用することを促す宿題は理想的な宿題の形という特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_012_1_1,PMは、国家が人の命を奪うことについて認められるべきではないということを主張しており、執行人の心理的負担については述べていない,肯定側の国家が人の命を奪うことは認められるべきではないという主張に執行人の心理的負担への配慮があるというのは直接的な反論になっていない,3,3,3,1,1,3
A02_DP_LO_012_2_1,PMが問題としているのは人の命を国家が奪うことであって、死刑を執行する人の心理的ダメージなどではない。,肯定側の人の命を国家が奪うことが問題であるという主張に死刑を執行する人の心理的ダメージへの配慮は行われているというのは直接的な反論になっていない,1,3,3,3,3,3
A02_DP_LO_012_4_1,どのように死刑執行をautomatedできるのかという説明が具体的にはされていない。,死刑執行の自動化の具体例には何があるか,2,3,3,3,3,3
A02_DP_LO_012_5_1,特定の1人の執行人が自分の操作によって死刑囚が死んだと知覚する状況を避けるための工夫の重要性が説明されていない。,なぜ執行人にとって自分の操作によって死刑囚が死んだと知覚する状況を避けるための工夫が良いことなのかが不明確,3,3,3,2,3,3
A02_DP_LO_012_6_1,死刑執行人の心理的負担について主張する上で、どのように死刑が執行されているかの描写はあるが、執行人側の描写が不足している。,なぜ死刑執行人の心理的負担は軽減されているという特性を持つと言えるのかが不明確,3,2,1,1,1,1
A02_DP_LO_019_1_1,人々が望んでいるなら死刑をやってもいいという部分の説明がかけている,なぜ人々が望んでいる場合は死刑をやってもいいという判断とすべきと考えているのかが不明確,3,3,3,3,3,3
A02_DP_LO_023_1_1,社会の安全や構造を脅かすような犯罪を許さないというメッセージを発信する役割の達成が、他のことではなく死刑だからこそなせることである説明が不足している。,社会の安全や構造を脅かすような犯罪を許さないというメッセージの発信を実現するのに，なぜ他のことではなく死刑制度という方法が良いのかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_023_2_1,無期懲役ではなく死刑でなければこの社会の安全や構造を脅かすような犯罪を許さないというメッセージを発信する効果はないのかという説明がない。,社会の安全や構造を脅かすような犯罪を許さないというメッセージの発信を実現するのに，なぜ無期懲役ではなく死刑という方法が良いのかの説明が不足している,3,3,3,3,1,3
A02_DP_LO_026_1_1,PMのどれほど死刑囚が犯した罪が深刻でも命を奪うのはよくないという主張に対して、深刻性が命を奪っていい理由になるという反論の説明が不足している。,なぜ罪人の犯した罪が深刻であるという理由がその罪人の命を奪っても良いという結論を支持するのかが不明確,3,3,3,2,3,3
A02_DP_LO_026_2_1,死刑に値する罪人がどれくらい深刻な罪をおかしたのかということについて説明はあるものの描写はされていない。,死刑に値する罪人が犯した深刻な罪の具体例には何があるか,3,3,3,1,3,3
A02_DP_LO_026_3_1,被害者に対して極度の暴力を振るった犯罪に対しては死刑が正当化されるという考えの理由が説明されていない。,なぜ被害者に対して極度の暴力を振るう犯罪を犯した人は死刑とすべきと考えているのかが不明確,3,2,3,2,2,2
A02_DP_LO_026_4_1,それなりの犯罪をしたのだから、重い罪として死刑をすべきという説明をしているのと同時に、死刑よりも重い罪として終身刑を挙げると、なぜでは終身刑ではなく死刑をする必要があるのかという疑問が残る,なぜ終身刑よりも死刑を優先すべきかの説明が不足している,3,2,1,2,2,2
A02_DP_LO_029_2_1,死刑囚よりも被害者への人道的配慮の方がより重要な理由が明示的に示されていない。,なぜ死刑囚への人道的配慮よりも被害者への人道的配慮を優先すべきかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_036_1_1,なぜ人の命を奪ってもいいのかという積極的な説明ではなく、PMの言っている人の命を奪うことと死刑は別物だと言っているに過ぎない,なぜPMの言っている人の命を奪うことと死刑は別物だという理由が死刑によって人の命を奪ってもいいという結論を支持するのかが不明確,1,1,3,3,1,1
A02_DP_LO_041_1_1,なぜ市民的で公正な方法で執行される死刑の正当性を支持する憲法の規定がこれからも続くべきなのかという理由には至っていない。,なぜ市民的で公正な方法で執行される死刑の正当性は憲法によって支持されるものとすべきと考えているのかが不明確,3,3,3,3,2,3
A02_DP_LO_041_2_1,なぜ憲法や最高裁が死刑を認めているのかという背景が説明されていない,なぜ憲法や最高裁は死刑を認めるという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_041_4_1,憲法が市民的で公正な方法で執行される死刑の正当性を支持することの妥当性が十分に説明されていない。,なぜ社会にとって憲法が市民的で公正な方法で執行される死刑の正当性を支持することが良いことなのかが不明確,3,3,3,3,1,3
A02_DP_LO_045_1_1,quickandfinalが何を意味しているのかが不明瞭である,quick and finalという表現が何を意味しているのか分からない,3,3,3,3,3,3
A02_DP_LO_045_4_1,どのように死刑囚の犯した罪が深刻かということが具体例レベルで描写されていない,死刑囚の犯した深刻な罪の具体例には何があるか,3,3,3,2,3,3
A02_DP_LO_048_2_1,なぜ今回の死刑のケースが戦争と同じで、このことによって死刑が正当化できるのかの説明が不足している。,なぜ (*という点において )死刑と戦争は同じ/似ていると言えるのかが不明確,3,3,3,3,2,3
A02_DP_LO_048_3_1,死刑のどういう点が戦争や正当防衛と類似しているのかの分析が不足している。,なぜ (*という点において )死刑と戦争や正当防衛は同じ/似ていると言えるのかが不明確,1,3,2,1,3,1
A02_DP_LO_048_5_1,国家が犯罪への抑止力を保つ上で、なぜ他でもない死刑が有効なのかの説明が不足している。,犯罪の抑止を実現するのに，なぜ他の方法ではなく死刑という方法が良いのかの説明が不足している,3,3,3,3,2,3
A02_DP_LO_048_6_1,死刑が犯罪への十分な抑止力になるという根拠が示されていない。,なぜ死刑によって犯罪の抑止という良い結果が起こるのかが不明確,3,3,3,3,3,3
A02_DP_LO_048_8_1,犯罪者にとって死刑という抑止力がどう機能するのかが不明である。,なぜ死刑によって犯罪という悪い結果が抑制されるのかが不明確,1,3,3,3,3,3
A02_DP_LO_049_1_1,LOスピーチの説明を全て鵜呑みにしたとしても、まだなぜ死刑を認めていいのかという積極的理由は説明されていない。,なぜ社会にとって死刑を認めることが良いことなのかが不明確,2,3,2,2,3,2
A02_DP_LO_049_2_1,終身刑の方が死刑よりも残酷だったとして、死刑の残酷さは変わらない,なぜ終身刑のほうが死刑よりも残酷であるという理由が死刑の残酷さは許容範囲内であるという結論を支持するのかが不明確,1,3,3,3,3,3
A02_DP_LO_049_3_1,終身刑の方が死刑より苦しいという描写だけで、死刑により命を奪うことの正当化にはつながっていない。,なぜ終身刑の方が死刑より苦しいという理由が死刑により命を奪うことは正当であるという結論を支持するのかが不明確,3,3,3,3,3,3
A02_DP_LO_056_2_1,更生が犯罪者に適した言葉や行動ではないと考える理由が説明されていない。,なぜ更生は犯罪者に適した言葉や行動ではないという特性を持つと言えるのかが不明確,3,3,3,3,3,3
A02_DP_LO_056_5_1,重大な犯罪を犯した人に更生の機会が与えられると、誰もが犯罪を犯し更生のための罰を求めるようになるという主張の理由が説明されていない。,なぜ重大な犯罪を犯した人に更生の機会が与えられることによって誰もが犯罪を犯し更生のための罰を求めるようになるという悪い結果が起こるのかが不明確,3,3,1,2,3,3
A02_DP_LO_066_1_1,なぜ犯罪抑止の目的が犯罪者の命を奪ってもいい理由になるのかという説明が必要である。,なぜ犯罪抑止が目的であるという理由が犯罪者の命を奪っても良いという結論を支持するのかが不明確,3,1,3,2,1,1
A02_DP_LO_066_2_1,どのように死刑が犯罪抑止につながっているのか、なぜ死刑でなければならないのかという説明がない。,犯罪抑止を実現するのに，なぜ他の方法ではなく死刑という方法が良いのかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_066_3_1,なぜそもそも犯罪者を殺す必要があるのかという前提の説明がない。,なぜある種の犯罪者は死刑とすべきと考えているのかが不明確,3,1,3,1,1,1
A02_DP_LO_071_1_1,仮にPMの意見が主観的であり他の解釈の仕方があったとしても、PMの述べる死刑は非人間的であるという話が切れたわけではない。,肯定側の死刑は非人間的であるという主張にその意見は主観的であり他の解釈の仕方があるというのは直接的な反論になっていない,1,3,3,1,3,3
A02_DP_LO_071_3_1,そもそもなぜ死刑が認められるべきかという説明が欠けている,なぜ死刑は認められるものとすべきと考えているのかが不明確,3,3,3,3,3,3
A02_DP_LO_071_4_1,苦痛を最小限にされていたら死刑をやっていいのかという理由までは説明されていない,なぜ苦痛が最小限にされているという理由が死刑をやっていいという結論を支持するのかが不明確,3,3,3,3,3,3
A02_DP_LO_073_2_1,更生の機会は許容可能な犯罪を犯し同情を得た者に与えられるべきだという部分の理由がない。,なぜ更生の機会は許容可能な犯罪を犯し同情を得た者に与えられるものとすべきと考えているのかが不明確,3,3,3,3,3,3
A02_DP_LO_073_3_1,どのようなbrutal personなのかなどの描写がない。,brutal personの具体例には何があるか,3,3,1,3,3,3
A02_DP_LO_077_1_1,現代アメリカの死刑執行が苦痛のない死をもたらすように設計されているという主張で、相手の言う話を削ってはいますが、どれだけ削れているのかが不明瞭である。,現代アメリカの死刑執行が苦痛のない死をもたらすように設計されているという主張はどの程度相手の言う話を削れているかの具体性に欠ける,3,3,3,2,3,3
A02_DP_LO_077_2_1,現代アメリカの死刑執行は苦痛のない死がもたらされるように設計されていると言うのでは、そもそも命を奪ったらダメだというPMの主張に対応していない。,肯定側の命を奪ったらダメだという主張に現代アメリカの死刑執行は苦痛のない死がもたらされるように設計されているというのは直接的な反論になっていない,3,3,2,3,3,3
A02_DP_LO_077_3_1,そもそもなぜ犯罪者の命を奪っていいのかという理由がない。,なぜ人々にとって犯罪者の命を奪うことが良いことなのかが不明確,1,3,3,3,3,3
A02_DP_LO_081_1_1,現行の死刑を説明するだけでは、PMの主張を否定することができていない,肯定側の死刑を廃止すべきという主張に現行の死刑の説明をするというのは直接的な反論になっていない,3,3,2,3,3,3
A02_DP_LO_081_3_1,憲法の記述にもかかわらず死刑制度はその制度を完全に廃止しようとする動きに耐えてきたという部分の理由がない。,なぜ死刑制度は憲法の記述にもかかわらず制度を完全に廃止しようとする動きに耐えてきたという特性を持つと言えるのかが不明確,3,3,3,3,1,3
A02_DP_LO_082_1_1,なぜ死刑によって人の命を奪っていいのかということが説明されていない。,なぜ社会にとって死刑によって人の命を奪うことが良いことなのかが不明確,3,3,3,1,1,3
A02_DP_LO_082_2_1,そもそもなぜ命を国家が奪っていいのかという理由は話されていない,なぜ社会にとって国家が命を奪うことが良いことなのかが不明確,3,3,3,1,3,3
A02_DP_LO_082_3_1,現代の死刑では苦痛なく死を与える工夫がなされているという主張では、そもそも命を奪ったらダメだというPMの主張に対応していない。,肯定側のそもそも命を奪ったらダメだという主張に現代の死刑では苦痛なく死を与える工夫がなされているというのは直接的な反論になっていない,2,3,3,3,3,3
A02_DP_LO_082_5_1,最も深刻で残忍な犯罪に対して他の刑罰がどう不十分かの理由がない。,最も深刻で残忍な犯罪に対する刑罰を実現するのに，なぜ他の刑罰ではなく死刑という方法が良いのかの説明が不足している,3,3,3,3,1,3
A02_DP_LO_088_1_1,なぜ死刑は非人道的な行動をとった人間に対する罰だという考えが正当化されるのかの背後の理由が説明されていない。,なぜ死刑は非人道的な行動をとった人間に対する罰という特性を持つと言えるのかが不明確,3,2,3,2,2,2
A02_DP_LO_088_2_1,非人道的な行為に対する刑罰がなぜ死刑でなければならないのかという死刑に関する固有性の分析が欠けている。,非人道的な行為に対する刑罰を実現するのに，なぜ他の刑罰ではなく死刑という方法が良いのかの説明が不足している,3,3,3,3,3,3
A02_DP_LO_088_3_1,非人道的な犯罪を犯したら苦痛を伴う罰を与えなければならない理由、その際終身刑などではなく人の命を奪っていい理由までは説明されていない,なぜ非人道的な犯罪を犯した者は苦痛を伴う罰を与えられるものとすべきと考えているのかが不明確,2,2,2,2,2,2
A02_DP_LO_088_4_1,どのような犯罪が非人道的なのかということが描写されていない,非人道的な犯罪の具体例には何があるか,3,2,3,2,2,2
A02_DP_LO_091_1_1,なぜ死刑が必要かという積極的な理由が説明されていない,なぜ社会は死刑を積極的に必要とすべきと考えているのかが不明確,3,3,3,3,3,3
A02_DP_LO_091_4_1,死刑よりも非人道的な刑罰があることは説明されているが、死刑の必要性までは主張されていない。,なぜ死刑よりも非人道的な刑罰があるという理由が死刑が必要という結論を支持するのかが不明確,2,3,1,3,1,1
A02_DP_LO_091_5_1,命を奪うこととそれ以外でPMは線引きをしているが、死刑よりも非人道的な刑罰があるという指摘だけではその部分に反論できていない。,死刑よりも非人道的な刑罰があるというのは肯定側が定義している命を奪うか否かが問題であることを考慮できていない,3,3,1,3,3,3
A02_DP_LO_091_6_1,heinous crimesとはどのような犯罪だったのかなどの具体例がない。,heinous crimesの具体例には何があるか,1,3,2,3,3,3
A02_DP_LO_091_7_1,凶悪な犯罪を犯した者が死刑ではなく終身刑になることが、人間の社会的相互作用の必要性についての知見に基づいて、より残酷で非人道的であるという考えの理由がない。,なぜ凶悪な犯罪を犯した者にとって死刑ではなく終身刑になることが悪いことなのかが不明確,3,3,2,2,1,2
A02_DP_LO_096_1_1,なぜ死刑が必要か、人の命を奪っていいのかという積極的な説明がない,なぜ社会にとって死刑によって人の命を奪うことが良いことなのかが不明確,3,3,3,3,1,3
A02_DP_LO_103_2_1,死刑が廃止されたとしてふさわしい罰が下されるのかという死刑廃止後の分析が不足している,なぜ死刑廃止によって死刑よりふさわしい罰がくだされるという良い結果が起こるのかが不明確,3,1,1,3,3,3
